classname,content
comp.graphics,"path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! bb3 andrew cmu edu ! news sei cmu edu ! cis ohio state edu ! zaphod mps ohio state edu ! darwin sura net ! haven umd edu ! uunet ! tarpit ! tous ! bilver ! jwt ! rjck ! rob from rob rjck uucp \( robert j c kyanko \) newsgroups comp graphics subject re weitek p9000 \? distribution world message id 734553652snx rjck uucp references abraxis 734340159 class1 iastate edu date sun , 11 apr 93 18 40 52 gmt organization neptune software inc lines 23 abraxis iastate edu writes in article abraxis 734340159 class1 iastate edu anyone know about the weitek p9000 graphics chip \? micron is selling it with their systems they rank them at 50 winmarks any info would help thanks it 's supposedly a high performance chip based upon workstation graphics accelerators it 's quite fast \( i have 7 \) , but as usual with new boards chips the drivers are buggy for windows as far as winmarks go , it depends upon the version i think i got 42m winmarks with version 3 11 2 5 yielded the 50 number i 've also benchmarked this with wintach at over 65 \( from memory as well \) as far as the low level stuff goes , it looks pretty nice it 's got this quadrilateral fill command that requires just the four points it 's very fast , but beware of buggy drivers , and otherwise no non windows support i am not responsible for anything i do or say i'm just an opinion robert j c kyanko \( rob rjck uucp \)"
comp.graphics,"xref cantaloupe srv cs cmu edu sci image processing 2828 comp graphics 39080 newsgroups sci image processing , comp graphics path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! zaphod mps ohio state edu ! uwm edu ! ux1 cso uiuc edu ! news cso uiuc edu ! uxa cso uiuc edu ! rhc52134 from rhc52134 uxa cso uiuc edu \( richard \) subject re adobe photo shop type software for unix x motif platforms \? date mon , 3 may 1993 04 12 25 gmt message id c6fnoq avn news cso uiuc edu references 0010580b 0b6r49 diablo uucp 1993may2 052245 26566 midway uchicago edu sender usenet news cso uiuc edu \( net noise owner \) organization university of illinois at urbana lines 6 appsoft image is available for nextstep it is a image processing program similar to adobe photoshop it is reviewed in the april '93 issue of publish ! magazine richardt"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! uunet ! math fu berlin de ! ezzie from ezzie lucs2 lancs ac uk \( one of those daze \) subject borland turbo c libraries for s3 graphics card message id 3dpcbjog math fu berlin de sender news math fu berlin de \( math department \) organization lancaster university computer society date mon , 19 apr 1993 12 37 50 gmt lines 5 i 've recently got hold of a pc with an s3 card in it , and i 'd like to do some c programming with it , are there any libraries out there that will let me access the high resolution modes available via borland turbo c \? andy"
comp.graphics,"xref cantaloupe srv cs cmu edu comp graphics 38928 comp windows x apps 2567 newsgroups comp graphics , comp windows x apps path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! zaphod mps ohio state edu ! malgudi oar net ! chemabs ! lwv26 from lwv26 cas org \( larry w virden \) subject looking for patches to xv to better support tiff output message id 1993apr28 173420 20380 cas org followup to comp windows x apps sender usenet cas org reply to lvirden cas org \( larry w virden \) organization nedriv software and shoe shiners , uninc date wed , 28 apr 1993 17 31 22 gmt lines 16 recently we have found tiff manipulation packages which do not recognize tiff files output by xv this is due to a missing xresolution and yresolution tag which apparently is required \( or at least believed to be required \) for valid tiff i have checked both xv 2 x and xv 3 x and neither of these do indeed copy these tags has anyone out there hacked in the fixes for xv to support these tags \? i have been told that i could find some code in tiff tools tiffcp c , but that directory is one of many of the tiff group not distributed with xv i hope to obtain the original tiff src and look at it , but would prefer to find code already known to work in xv s s larry w virden inet lvirden cas org s personal 674 falls place , reynoldsburg , oh 43068 1614"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! rochester ! udel ! news udel edu ! darwin sura net ! gatech ! howland reston ans net ! agate ! doc ic ac uk ! pipex ! warwick ! coventry ! aleahy from aleahy cch coventry ac uk \( odd frog \) subject re photoshop for windows message id c5y0co jac cck coventry ac uk sender news cck coventry ac uk \( news user \) nntp posting host cc sysh organization odd frogs balloon shop references c5uhim jfq rot qc ca date fri , 23 apr 1993 15 29 10 gmt lines 21 in article c5uhim jfq rot qc ca beaver rot qc ca \( andre boivert \) writes i am looking for comments from people who have used heard about photoshop for windows is it good \? how does it compare to the mac version \? is there a lot of bugs \( i heard the windows version needs fine tuning \) \? also photoshopii is out soon , has anyone got a date and any cofmments \? andy andrew leahy aleahy cch coventry ac uk odd frog what a piece of work is man ! how noble in reason ! how infinite in faculties ! in form and moving , how express and admirable ! in action how like an angel ! in apprehension how like a god ! the beauty of the world , the paragon of animals ! and yet to me what is the quintessence if dust \? man delights not me shakespeare , hamlet"
alt.atheism,"xref cantaloupe srv cs cmu edu alt atheism 53263 talk religion misc 83656 talk origins 40922 newsgroups alt atheism , talk religion misc , talk origins path cantaloupe srv cs cmu edu ! magnesium club cc cmu edu ! news sei cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! darwin sura net ! sgiblab ! nec gw ! netkeeper ! vivaldi ! aslws01 ! aslss02 ! duffy from duffy aslss02 asl dl nec com \( joseph duffy \) subject re after 2000 years , can we say that christian morality is message id 1993apr20 150829 27925 asl dl nec com sender news asl dl nec com nntp posting host aslss02 sub1 organization nec america , inc irving tx references 1993apr16 173720 19151 scic intel com 1993apr16 193723 19050 asl dl nec com 1993apr17 184948 4847 microsoft com date tue , 20 apr 1993 15 08 29 gmt lines 32 in article 1993apr17 184948 4847 microsoft com russpj microsoft com \( russ paul jones \) writes in article 1993apr16 193723 19050 asl dl nec com duffy aslss02 asl dl nec com \( joseph duffy \) writes how does one falsify any origin theory \? for example , are a forever existing universe or abiogenesis strictly falsifiable \? the same way that any theory is proven false you examine the predicitions that the theory makes , and try to observe them if you do n't , or if you observe things that the theory predicts would n't happen , then you have some evidence against the theory if the theory ca n't be modified to incorporate the new observations , then you say that it is false for example , people used to believe that the earth had been created 10 , 000 years ago but , as evidence showed that predictions from this theory were not true , it was abandoned russ paul jones russpj microsoft com but how does one handle the nonrepeatability of the experiment \? in many types ofexperiments the prediction is that the observed phenomena will happen again and be capable of being observed for example , in chemistry someone may predict the outcome of a chemical reaction and then actually observe that reaction repeatedly you ca n't repeat or ever know for sure the original conditions that produced life so it seems we could never say , that 's exactly how it happened as far as we know that event was unobserved \( at least no one has admitted it \) \) so unlike the chemistry experiment repeatability and observability , strictly speaking , are lacking joe duffy duffy asl dl nec com nec america , inc"
alt.atheism,"path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! howland reston ans net ! usc ! cs utexas edu ! sdd hp com ! caen ! ingles from ingles engin umich edu \( ray ingles \) newsgroups alt atheism subject re yeah , right date 6 apr 1993 15 08 47 gmt organization university of michigan engineering , ann arbor lines 49 distribution world message id 1ps6dvinnqrg srvr1 engin umich edu references 16ba6bef0 i3150101 dbstu1 rz tu bs de 66014 mimsy umd edu nntp posting host agar engin umich edu in article 66014 mimsy umd edu mangoe cs umd edu \( charley wingate \) writes benedikt rosenau writes and what about that revelation thing , charley \? if you 're talking about this intellectual engagement of revelation , well , it 's obviously a risk one takes ah , now here is the core question let me suggest a scenario we will grant that a god exists , and uses revelation to communicate with humans \( said revelation taking the form \( paraphrased from your own words \) 'this infinitely powerful deity grabs some poor schmuck , makes him take dictation , and then hides away for a few hundred years' \) now , there exists a human who has not personally experienced a revelation this person observes that not only do these revelations seem to contain elements that contradict rather strongly aspects of the observed world \( which is all this person has ever seen \) , but there are many mutually contradictory claims of revelation now , based on this , can this person be blamed for concluding , absent a personal revelation of their own , that there is almost certainly nothing to this 'revelation' thing \? i'm not an objectivist , so i'm not particularly impressed with problems of conceptualization the problem in this case is at least as bad as that of trying to explain quantum mechanics and relativity in the terms of ordinary experience one can get some rough understanding , but the language is , from the perspective of ordinary phenomena , inconsistent , and from the perspective of what 's being described , rather inexact \( to be charitable \) an analogous situation \( supposedly \) obtains in metaphysics the problem is that the better descriptive language is not available absent this better language , and absent observations in support of the claims of revelation , can one be blamed for doubting the whole thing \? here is what i am driving at i have thought a long time about this i have come to the honest conclusion that if there is a deity , it is nothing like the ones proposed by any religion that i am familiar with now , if there does happen to be , say , a christian god , will i be held accountable for such an honest mistake \? sincerely , ray ingles ingles engin umich edu the meek can have the earth the rest of us are going to the stars ! robert a heinlein"
alt.atheism,"xref cantaloupe srv cs cmu edu alt atheism 53063 talk religion misc 83534 newsgroups alt atheism , talk religion misc path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! wupost ! crcnis1 unl edu ! moe ksu ksu edu ! ux1 cso uiuc edu ! news cso uiuc edu ! alexia ! cobb from cobb alexia lis uiuc edu \( mike cobb \) subject societal basis for morality references 4fm9iyo00iv303voyt andrew cmu edu date mon , 19 apr 1993 04 45 08 gmt message id c5prv8 5ni news cso uiuc edu sender usenet news cso uiuc edu \( net noise owner \) organization university of illinois at urbana lines 18 i 'll yield the discussion on absolute morality until i can think of another way to discuss it if you 're interested in a change , here 's an idea if morals come from what is societally accepted , why follow that \? what right do we have to expect others to follow our notion of societally mandated morality \? pardon the extremism , but could n't i murder your brother and say that i was exercising my rights as i saw them , was doing what felt good , did n't want anyone forcing their morality on me , or i do n't follow your morality \? mac michael a cobb and i wo n't raise taxes on the middle university of illinois class to pay for my programs champaign urbana bill clinton 3rd debate cobb alexia lis uiuc edu with new taxes and spending cuts we 'll still have 310 billion dollar deficits"
comp.graphics,"path cantaloupe srv cs cmu edu ! rochester ! udel ! bogus sura net ! news feed 1 peachnet edu ! gatech ! howland reston ans net ! zaphod mps ohio state edu ! caen ! batcomputer ! munnari oz au ! bruce cs monash edu au ! monu6 ! escargot ! edna cc swin edu au ! saturn ! alan from alan saturn cs swin oz au \( alan christiansen \) newsgroups comp graphics subject re fast polygon routine needed date 26 apr 1993 15 24 08 gmt organization swinburne university of technology lines 49 message id 1rguqoinnrc edna cc swin edu au references 1993apr17 192947 11230 sophia smith edu c5nf8t gsq news cso uiuc edu 7306 pdxgate uucp c5ta9c 4u7 news cso uiuc edu nntp posting host saturn cs swin oz au keywords polygon , needed osprey ux4 cso uiuc edu \( lucas adamski \) writes in article 7306 pdxgate uucp idr rigel cs pdx edu \( ian d romanick \) writes what kind of polygons \? shaded \? texturemapped \? hm \? more comes into play with fast routines than just polygons it would be nice to know exaclty what system \( vga is a start , but what processor \? \) and a few of the specifics of the implementation you need to give more info if you want to get any answers ! p i do n't want texture mapped , cause if i did i 'd asked for them \) just a simple and fast routine to do filled polygons as for the processor , it 'd be for a minimum of a 286 maybe 386 if i ca n't find a good one for 286s ideally , i want a polyn function that can clip to a user defined viewport , and write to an arbitrary location in memory of course the chances of ok it is for a game that is 3d and you have listed the characteristics that you are looking for i think you may have left out a few important parameters the polygons are all convex they have less than n sides \( you are drawing meshes walls doors etc \) i believe that the algorithms you can get that will only draw convex polygons can be much more efficient than those that can draw concave self intersecting polygons this efficiency can largely be attributed to the fact that simple convex polygons only have a left and a right edge on each scan line complex \( figure 8 type polygons \) can be a bit trickier the less than n sides specification especially if it is a very small number like 3 or 4 allow othe optimisations to be made thus for a high speed game application i think you are looking for code that exploits and is hence limited to drawing simple convex polygons finding something like that are pretty remote , so i guess i 'd need the source with it oh , and i guess it would need to be in asm otherwise it 'd be too slow i 've seen some polygon routines in c , and they 've all been waaay too slow its for a 3d vector graphics program i 've been hunting high and low it may have been that they were very general purpose algorithms if you limit yourself to 3 or four sided simple convex polygons i think you might be suprised how fast a c algorithm with a asm block move to fill each scan line might actually be for a polyn function in asm , and i ca n't find one anywhere that i can use i 've found one or two polyn functions , but my asm is pretty bad , so i wo n't even try to rewrite them \) lucas"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! bb3 andrew cmu edu ! news sei cmu edu ! cis ohio state edu ! zaphod mps ohio state edu ! cs utexas edu ! uunet ! decwrl ! adobe ! renner from renner adobe com \( john renner \) subject re detecting double points in bezier curves message id 1993apr20 204037 20554 adobe com sender usenet adobe com \( usenet news \) organization adobe systems incorporated , mountain view references ia522b1w165w oeinck waterland wlink nl 19930420 090030 915 almaden ibm com date tue , 20 apr 1993 20 40 37 gmt lines 27 in article 19930420 090030 915 almaden ibm com capelli vnet ibm com \( ron capelli \) writes in ia522b1w165w oeinck waterland wlink nl ferdinand oeinck writes i'm looking for any information on detecting and or calculating a double point and or cusp in a bezier curve see maureen stone and tony derose , a geometric characterization of parametric cubic curves , acm tog , vol 8 , no 3 , july 1989 , pp 147 163 i 've used that reference , and found that i needed to go to their original tech report maureen stone and tony derose , characterizing cubic bezier curves xerox edl 88 8 , december 1988 this report can be obtained for free from xerox corporation palo alto research center 3333 coyote hill road palo alto , california 94303 1 415 494 4440 the tog paper was good , but this tech report had more interesting details \) john"
alt.atheism,"path cantaloupe srv cs cmu edu ! magnesium club cc cmu edu ! news sei cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! howland reston ans net ! bogus sura net ! news feed 1 peachnet edu ! umn edu ! uum1 ! mac cc macalstr edu ! acooper from acooper mac cc macalstr edu \( turin turambar , me department of utter misery \) newsgroups alt atheism subject re societally acceptable behavior message id 1993apr20 174704 4920 mac cc macalstr edu date 20 apr 93 17 47 04 0600 references c5qgm3 dl8 news cso uiuc edu 1qvh8tinnsg6 citation ksu ksu edu c5s9tv 10h news cso uiuc edu organization macalester college lines 95 in article c5s9tv 10h news cso uiuc edu , cobb alexia lis uiuc edu \( mike cobb \) writes in 1qvh8tinnsg6 citation ksu ksu edu yohan citation ksu ksu edu \( jonathan w newton \) writes in article c5qgm3 dl8 news cso uiuc edu , cobb alexia lis uiuc edu \( mike cobb \) writes merely a question for the basis of morality moral ethical behavior societally acceptable behavior i disagree with these what society thinks should be irrelevant what the individual decides is all that is important this does n't seem right if i want to kill you , i can because that is what i decide \? exactly although this may be a dissapointing answer , there has to be an interplay of the two personal ethos and societal morality a person 's self generated learned set of beliefs are usually expressed on a purely mental verbal level , and do n't usually find expression in society except in an impure \( not in the sense of bad \) \) state sometimes this has to be so 1 \) who is society i think this is fairly obvious not really if whatever a particular society mandates as ok is ok , there are always some in the society who disagree with the mandates , so which societal mandates make the standard for morality \? also , what if one feels oneself to be part of more than one society , in a very real sense \? to use the obvious example , there is a political society , and a racial society , and a gender society , and sometimes they do not always agree on every issue 2 \) how do they define what is acceptable \? generally by what they feel is right , which is the most idiotic policy i can think of so what should be the basis \? unfortunately i have to admit to being tied at least loosely to the feeling , in that i think we intuitively know some things to be wrong awfully hard to defend , though yes perhaps with an infamous do what you want so long as it does n't hurt others \? the problem with this is that it is merely saying what you can do it is not a morality in that it does n't propound any specifically preferred behaviours 3 \) how do we keep from a whatever is legal is what is moral position \? by thinking for ourselves i might agree here just because certain actions are legal does not make them moral i 'll add a hearty me two however , one could just as well say just because certain actions are moral does not make them legal one still does n't really get an impression of which one is truly right mac michael a cobb and i wo n't raise taxes on the middle university of illinois class to pay for my programs champaign urbana bill clinton 3rd debate cobb alexia lis uiuc edu with new taxes and spending cuts we 'll still have 310 billion dollar deficits michael a cobb and i wo n't raise taxes on the middle university of illinois class to pay for my programs champaign urbana bill clinton 3rd debate cobb alexia lis uiuc edu nobody can explain everything to anybody g k chesterton best regards , adam john cooper verily , often have i laughed at the weaklings \( 612 \) 696 7521 who thought themselves good simply because acooper macalstr edu they had no claws"
alt.atheism,"xref cantaloupe srv cs cmu edu alt atheism 53147 talk religion misc 83596 talk origins 40893 newsgroups alt atheism , talk religion misc , talk origins path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! zaphod mps ohio state edu ! sol ctr columbia edu ! eff ! ssd intel com ! scic intel com ! sbradley from sbradley scic intel com \( seth j bradley \) subject re after 2000 years , can we say that christian morality is message id 1993apr16 010800 11056 scic intel com sender news scic intel com organization intel corporation references 4fm9iyo00iv303voyt andrew cmu edu c5fuo2 ff8 news cso uiuc edu c5jrde m4z news cso uiuc edu date fri , 16 apr 1993 01 08 00 gmt lines 16 in article c5jrde m4z news cso uiuc edu cobb alexia lis uiuc edu \( mike cobb \) writes theory of creationism my theistic view of the theory of creationism , \( there are many others \) is stated in genesis 1 in the beginning god created the heavens and the earth this is a belief , not a theory a theory makes predictions and is falsi fiable what you 've stated makes no predictions and is not falsifiable if it was that easy , the icr would n't have it as rough as they do \) seth j bradley , senior system administrator , intel scic internet sbradley scic intel com uucp uunet ! scic intel com ! sbradley a system admin 's life is a sorry one the only advantage he has over emergency room doctors is that malpractice suits are rare on the other hand , er doctors never have to deal with patients installing new versions of their own innards ! michael o'brien"
alt.atheism,"newsgroups alt atheism path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! emory ! swrinde ! cs utexas edu ! zaphod mps ohio state edu ! caen ! uunet ! pipex ! marble uknet ac uk ! warwick ! str ccsun ! strath cs ! st and ! nrp from nrp st andrews ac uk \( norman r paterson \) subject islam vs the jehovah 's witnesses message id 1993apr5 110844 1567 st andrews ac uk organization society for trying really hard date mon , 5 apr 1993 11 08 44 gmt lines 25 in article 1993apr2 223248 19014 princeton edu qpliu princeton edu writes in article 1993apr2 115300 803 batman bmd trw com jbrown batman bmd trw com writes but god created lucifer with a perfect nature and gave him along with the other angels free moral will now god could have prevented lucifer 's fall by taking away his ability to choose between moral alternatives \( worship god or worship himself \) , so lucifer 's moral choices are determined by his will what determines what his will is \? qpliu princeton edu standard opinion opinions are delta correlated bobby a few posts ago you said that lucifer had no free will from the above it seems the jw believes the contrary are you talking about the same lucifer \? if so , can you suggest an experiment to determine which of you is wrong \? or do you claim that you are both right \? norman"
comp.graphics,"path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! howland reston ans net ! noc near net ! das news harvard edu ! ogicse ! qiclab ! baer from baer qiclab scn rain com \( ken baer \) newsgroups comp graphics subject re wanted playmation info summary phone message id 1993apr27 163538 11783 qiclab scn rain com date 27 apr 93 16 35 38 gmt article i d qiclab 1993apr27 163538 11783 references 1993apr22 205418 27411 osf org 1993apr26 173254 12871 qiclab scn rain com organization scn research qic laboratories of tigard , oregon lines 18 in article 1993apr26 173254 12871 qiclab scn rain com baer qiclab scn rain com \( ken baer \) writes in article 1993apr22 205418 27411 osf org omar godzilla osf org \( mark marino \) writes hi folks , does anyone have a copy of playmation they 'd be willing to sell me i 'd love to try it out , but not for the retail playmation is available direct from anjon associates for 299 oops , forgot the phone number it 's 1 800 377 8287 ken baer programmer animator , hash enterprises usenet baer qiclab uucp applelink kenbaer office \( 206 \) 573 9427 , we 're not hitchhiking anymore , we 're riding ! ren hoak"
alt.atheism,"path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! uunet ! spool mu edu ! sgiblab ! sgigate ! odin ! fido ! solntze wpd sgi com ! livesey from livesey solntze wpd sgi com \( jon livesey \) newsgroups alt atheism subject re objective morality \( was re political atheists \? \) date 16 apr 1993 04 26 44 gmt organization sgi lines 24 distribution world message id 1qlci4 bqp fido asd sgi com references 1q0fnginnahu gap caltech edu 1q28ok dt7 fido asd sgi com 1q56olinn8g9 gap caltech edu 1q5gnr s0g fido asd sgi com 1q8m6kinnj4i gap caltech edu 1qcqfv r05 fido asd sgi com 1ql7utinn5sg gap caltech edu nntp posting host solntze wpd sgi com in article 1ql7utinn5sg gap caltech edu , keith cco caltech edu \( keith allan schneider \) writes livesey solntze wpd sgi com \( jon livesey \) writes i want to know how this omniscient being is going to perform the feat of definitely terming actions right or wrong if you were omniscient , you 'd know who exactly did what , and with what purpose in mind then , with a particular goal in mind , you sould be able to methodically judge whether or not this action was in accordance with the general goal but now you are contradicting yourself in a pretty massive way , and i do n't think you 've even noticed in another part of this thread , you 've been telling us that the goal of a natural morality is what animals do to survive but suppose that your omniscient being told you that the long term survival of humanity requires us to exterminate some other species , either terrestrial or alien does that make it moral to do so \? jon"
alt.atheism,"xref cantaloupe srv cs cmu edu talk abortion 120535 alt atheism 53084 talk religion misc 83553 newsgroups talk abortion , alt atheism , talk religion misc path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! zaphod mps ohio state edu ! cs utexas edu ! uunet ! quack ! pharvey from pharvey quack kfu com \( paul harvey \) subject re after 2000 years , can we say that christian morality is oxymoronic \? message id f1y1nx quack kfu com followup to talk religion misc , alt atheism organization the duck pond public unix 1 408 249 9630 , log in as 'guest' references 1qgouk rln horus ap mchp sni de 1qh49m mg9 kyle eitech com c5hqxj jdg ux1 cso uiuc edu lsran6inn14a exodus eng sun com date 15 apr 1993 21 29 17 utc lines 33 in article lsran6inn14a exodus eng sun com emarsh hernes sun eng sun com \( eric marsh \) writes in article c5hqxj jdg ux1 cso uiuc edu lis450bw ux1 cso uiuc edu \( lis450 student \) writes hmmmm define objective morality well , depends upon who you talk to some say it means you ca n't have your hair over your ears , and others say it means stryper is acceptable i would say that general principles of objective morality would be listed in one or two places ten commandments sayings of jesus the first depends on whether you trust the bible , the second depends on both whether you think jesus is god , and whether you think we have accurate copies of the nt gong ! take a moment and look at what you just wrote first you defined an objective morality and then you qualified this objective morality with subjective justifications do you see the error in this \? sorry , you have just disqualified yourself , but please play again i'm afraid it 's much worse than this ! jesus said follow the ten commandments and the torah and the prophets christians on the other hand are not only above the ten commandments and the torah and the prophets , i e they believe that they do not have to follow it , they do n't even follow the subjective morality of jesus ! so , we see that christians ca n't follow the objective morality of their own ten commandments , they ca n't follow the subjective morality of jesus when he said follow the ten commandments , yet they expect the rest of the world to do what \? is there any logic here \? is there any morality here , objective or subjective \? is christianity somebody 's idea of a joke \? who could be pulling the wool over the eyes of so many christians \? who could be such a great deceiver \?"
alt.atheism,"newsgroups alt atheism path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! bogus sura net ! darwin sura net ! news feed 1 peachnet edu ! umn edu ! gaia ucs orst edu ! wsrcc com ! fastrac llnl gov ! usenet ee pdx edu ! reed ! henson ! news u washington edu ! saturn wwc edu ! saturn wwc edu ! healta from healta saturn wwc edu \( tammy r healy \) subject re free moral agency and kent s message id healta 140 734925835 saturn wwc edu lines 37 sender news saturn wwc edu \( net news admin \) organization walla walla college references healta 135 734811375 saturn wwc edu sandvik 140493185034 sandvik kent apple com date fri , 16 apr 1993 02 03 55 gmt lines 37 in article sandvik 140493185034 sandvik kent apple com sandvik newton apple com \( kent sandvik \) writes from sandvik newton apple com \( kent sandvik \) subject re free moral agency and kent s date thu , 15 apr 1993 01 51 57 gmt in article healta 135 734811375 saturn wwc edu , healta saturn wwc edu \( tammy r healy \) wrote ezekiel 28 17 says , your hart was filled with pride because of all your beauty you corrupted your wisdom for the sake of your splendor therefore i have cast you down the the ground and exposed you helpless before the curious gaze of kings for those of you who are bible scholars , you knowthat the 1st 11 verses refer to the prince of tyre this is a prophesy about and addressed to the human prince verses 12 19 refer to the king of tyre , which is a term for satan tammy , what 's the rationale to connect the prince of tyre with satan , could you give us more rational bible cites , thanks \? i'm afraid that if this is not the case , your thinking model falls apart like a house of cards but let 's see ! cheers , kent sandvik newton apple com alink ksand private activities on the net at the time ezekiel was written , israel was in apostacy again and if i'm not mistaken , tyre was about to make war on israel like i said , the prince of tyre was the human ruler of tyre he was a wicked man by calling satan the king of tyre , ezekiel was saying that satan is the real ruler over tyre do n't think my interpretation is neccessarily the orthodox christian one , although most christian bible commentaries interpret the king of tyre as being a reference to satan \( i have n't read ezekiel throughly in a long time \) tammy"
comp.graphics,"xref cantaloupe srv cs cmu edu comp multimedia 6547 comp graphics 38392 path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! gatech ! darwin sura net ! zaphod mps ohio state edu ! swrinde ! network ucsd edu ! mvb saic com ! unogate ! news service uci edu ! orion oac uci edu ! rbarris from rbarris orion oac uci edu \( robert c barris \) subject re rumours about 3do \? \? \? nntp posting host orion oac uci edu message id 2bd07605 18974 news service uci edu summary 3do demonstration newsgroups comp multimedia , comp graphics organization university of california , irvine keywords 3do arm qt compact video lines 73 date 17 apr 93 21 26 29 gmt references 1993apr15 143444 32980 rchland ibm com 1993apr15 164940 11632 mercury unt edu 1993apr16 212441 34125 rchland ibm com in article 1993apr16 212441 34125 rchland ibm com ricardo rchland vnet ibm com \( ricardo hernandez muchado \) writes in article 1993apr15 164940 11632 mercury unt edu , sean mcmains mcmains unt edu writes in article 1993apr15 144843 19549 rchland ibm com ricardo hernandez muchado , ricardo rchland vnet ibm com writes and cd i 's cpu does n't help much either i understand it is a 68070 \( supposedly a variation of a 68000 68010 \) running at something like 7mhz with this speed , you truly need sprites snip \( the 3do is not a 68000 ! ! ! \) ricardo , the animation playback to which lawrence was referring in an earlier post is plain old quicktime 1 5 with the compact video codec i 've seen digitized video \( some of apple 's early commercials , to be precise \) running on a centris 650 at about 30fps very nicely \( 16 bit color depth \) i would expect that using the same algorithm , a risc processor should be able to approach full screen full motion animation , though as you 've implied , the processor will be taxed more with highly dynamic material snip booth there i walked by , and they were showing real time video capture using a \( radious or supermac \? \) card to digitize and make right on the spot quicktime movies i think the quicktime they were using was the old one \( 1 5 \) they digitized a guy talking there in 160x2xx something it played back quite nicely and in real time the guy then expanded the window \( resized \) to 25x by 3xx \( 320 in y i think \) and the frame rate decreased enough to notice that it was n't 30fps \( or about 30fps \) anymore it dropped to like 15 fps then he increased it just a bit more , and it dropped to 10 12 fps then i asked him what mac he was using he was using a quadra \( do n't know what model , 900 \? \) to do it , and he was telling the guys there that the quicktime could play back at the same speed even on an lcii well , i spoiled his claim so to say , since a 68040 quadra mac was having a little bit of trouble and this was n't even from the hardisk ! this was from memory ! could it be that you saw either a newer version of quicktime , or some hardware assisted centris , or another software product running the animation \( like supposedly macromind 's accelerator \? \) \? do n't misunderstand me , i just want to clarify this the 3do box is based on an arm risc processor , one or two custom graphics chips , a dsp , a double speed cdrom , and 2mb of ram vram \( i'm a little fuzzy on the breakdown of the graphics chips and ram vram capacity \) it was demonstrated at a recent gathering at the electronic cafe in santa monica , ca from 3do , rj mical \( of amiga lynx fame \) and hal josephson \( sp \? \) were there to talk about the machine and their plan we got to see the unit displaying full screen movies using the compactvideo codec \( which was nice , very little blockiness showing clips from jaws and backdraft \) and a very high frame rate to boot \( like 30fps \) note however that the 3do 's screen resolution is 320x240 compactvideo is pretty amazing i also wanted to point out that quicktime does indeed slow down when one dynamically resizes material as was stated above i'm sure if the material had been compressed at the large size then it would play back fine \( i have a q950 and do this quite a bit \) the price of generality personally i do n't use the dynamic sizing of movies often , if ever but playing back stuff at its original size is plenty quick on the latest 040 machines i'm not sure how a centris 20mhz 040 stacks up against the 25 mhz arm in the 3do box obviously the arm is faster , but how much \? rob barris quicksilver software inc rbarris orion oac uci edu"
